文件名,模态,真实攻击类型,攻击手法,预测攻击类型,是否预测正确,Confidence
BruteForce_SSH-Patator_1216.pcap,IPv4,BruteForce,SSH-Patator,BruteForce,? 正确,0.9612
ipv6_Infiltration_NMAP-Portscan_3973.pcap,ipv6,Infiltration,NMAP-Portscan,Infiltration,? 正确,0.9473
scion_Infiltration_NMAP-Portscan_2888.pcap,scion,Infiltration,NMAP-Portscan,Infiltration,? 正确,0.9741
geo_DDoS_HOIC_3371.pcap,geo,DDoS,HOIC,DoS/DDoS,? 正确,0.9937
mpls_DDoS_LOIC-HTTP_781.pcap,mpls,DDoS,LOIC-HTTP,DoS/DDoS,? 正确,0.9745
Infiltration_NMAP-Portscan_1949.pcap,IPv4,Infiltration,NMAP-Portscan,Infiltration,? 正确,0.9487
geo_DDoS_LOIC-UDP_2124.pcap,geo,DDoS,LOIC-UDP,DoS/DDoS,? 正确,0.984
mpls_DoS_Hulk_7168.pcap,mpls,DoS,Hulk,DoS/DDoS,? 正确,0.9943
Botnet_Screenshots_907.pcap,IPv4,Botnet,Screenshots,Botnet,? 正确,0.8981
ipv6_Infiltration_NMAP-Portscan_2106.pcap,ipv6,Infiltration,NMAP-Portscan,Infiltration,? 正确,0.97
geo_Benign_12507.pcap,geo,Benign,,Benign,? 正确,0.972
ipv6_DDoS_LOIC-UDP_4390.pcap,ipv6,DDoS,LOIC-UDP,DoS/DDoS,? 正确,0.9839
scion_Benign_14707.pcap,scion,Benign,,Benign,? 正确,0.8195
scion_BruteForce_FTP-Patator_999.pcap,scion,BruteForce,FTP-Patator,BruteForce,? 正确,0.9752
DoS_GoldenEye_2335.pcap,IPv4,DoS,GoldenEye,DoS/DDoS,? 正确,0.9948
scion_Botnet_Screenshots_1226.pcap,scion,Botnet,Screenshots,Botnet,? 正确,0.9095
DoS_GoldenEye_3664.pcap,IPv4,DoS,GoldenEye,DoS/DDoS,? 正确,0.9948
BruteForce_FTP-Patator_245.pcap,IPv4,BruteForce,FTP-Patator,BruteForce,? 正确,0.9752
ipv6_Botnet_Ares_1413.pcap,ipv6,Botnet,Ares,Botnet,? 正确,0.9146
ipv6_DoS_Hulk_2528.pcap,ipv6,DoS,Hulk,DoS/DDoS,? 正确,0.993
ipv6_DoS_GoldenEye_25412.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,? 正确,0.9939
geo_Benign_20159.pcap,geo,Benign,,Benign,? 正确,0.9811
ipv6_Botnet_Ares_2848.pcap,ipv6,Botnet,Ares,Botnet,? 正确,0.8996
BruteForce_FTP-Patator_767.pcap,IPv4,BruteForce,FTP-Patator,BruteForce,? 正确,0.9752
ipv6_DDoS_HOIC_2591.pcap,ipv6,DDoS,HOIC,DoS/DDoS,? 正确,0.8995
mpls_Benign_4018.pcap,mpls,Benign,,Benign,? 正确,0.9837
Infiltration_NMAP-Portscan_1008.pcap,IPv4,Infiltration,NMAP-Portscan,Benign,? 错误,0.6909
ipv6_Botnet_Screenshots_1203.pcap,ipv6,Botnet,Screenshots,Botnet,? 正确,0.8984
ipv6_Botnet_Screenshots_218.pcap,ipv6,Botnet,Screenshots,Botnet,? 正确,0.8644
mpls_Botnet_Ares_2870.pcap,mpls,Botnet,Ares,Benign,? 错误,0.6308
scion_Benign_22098.pcap,scion,Benign,,Benign,? 正确,0.7249
BruteForce_FTP-Patator_354.pcap,IPv4,BruteForce,FTP-Patator,BruteForce,? 正确,0.9752
Infiltration_Dropbox_1197.pcap,IPv4,Infiltration,Dropbox,Benign,? 错误,0.7953
mpls_Botnet_Ares_1433.pcap,mpls,Botnet,Ares,Botnet,? 正确,0.915
geo_Benign_15730.pcap,geo,Benign,,Benign,? 正确,0.7841
geo_DoS_GoldenEye_12722.pcap,geo,DoS,GoldenEye,DoS/DDoS,? 正确,0.9944
ipv6_DDoS_HOIC_2407.pcap,ipv6,DDoS,HOIC,DoS/DDoS,? 正确,0.9189
scion_Botnet_Ares_283.pcap,scion,Botnet,Ares,Botnet,? 正确,0.9013
ipv6_Infiltration_Dropbox_2337.pcap,ipv6,Infiltration,Dropbox,Infiltration,? 正确,0.9714
Benign_1122.pcap,IPv4,Benign,,Benign,? 正确,0.8387
ipv6_DDoS_HOIC_867.pcap,ipv6,DDoS,HOIC,DoS/DDoS,? 正确,0.9927
scion_BruteForce_FTP-Patator_493.pcap,scion,BruteForce,FTP-Patator,BruteForce,? 正确,0.9752
ipv6_DoS_GoldenEye_25089.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,? 正确,0.9857
ipv6_DDoS_LOIC-UDP_1467.pcap,ipv6,DDoS,LOIC-UDP,DoS/DDoS,? 正确,0.984
DoS_GoldenEye_1821.pcap,IPv4,DoS,GoldenEye,DoS/DDoS,? 正确,0.9923
BruteForce_FTP-Patator_1275.pcap,IPv4,BruteForce,FTP-Patator,BruteForce,? 正确,0.9752
mpls_DoS_Hulk_9770.pcap,mpls,DoS,Hulk,DoS/DDoS,? 正确,0.9937
geo_Benign_15265.pcap,geo,Benign,,Benign,? 正确,0.7546
Benign_1261.pcap,IPv4,Benign,,Benign,? 正确,0.9745
DDoS_LOIC-UDP_460.pcap,IPv4,DDoS,LOIC-UDP,DoS/DDoS,? 正确,0.984
DoS_GoldenEye_1081.pcap,IPv4,DoS,GoldenEye,DoS/DDoS,? 正确,0.9943
ipv6_DDoS_HOIC_1688.pcap,ipv6,DDoS,HOIC,DoS/DDoS,? 正确,0.9923
Infiltration_Dropbox_1186.pcap,IPv4,Infiltration,Dropbox,Benign,? 错误,0.7617
geo_DoS_GoldenEye_17505.pcap,geo,DoS,GoldenEye,DoS/DDoS,? 正确,0.994
scion_Benign_21537.pcap,scion,Benign,,Benign,? 正确,0.8215
scion_Infiltration_Dropbox_4634.pcap,scion,Infiltration,Dropbox,Infiltration,? 正确,0.9469
DoS_GoldenEye_7397.pcap,IPv4,DoS,GoldenEye,DoS/DDoS,? 正确,0.811
geo_Benign_20940.pcap,geo,Benign,,Benign,? 正确,0.699
ipv6_Benign_856.pcap,ipv6,Benign,,Benign,? 正确,0.9088
mpls_DoS_Hulk_3307.pcap,mpls,DoS,Hulk,DoS/DDoS,? 正确,0.993
mpls_Infiltration_NMAP-Portscan_692.pcap,mpls,Infiltration,NMAP-Portscan,Benign,? 错误,0.7599
ipv6_Botnet_Screenshots_1298.pcap,ipv6,Botnet,Screenshots,Botnet,? 正确,0.8166
geo_DDoS_LOIC-HTTP_1289.pcap,geo,DDoS,LOIC-HTTP,DoS/DDoS,? 正确,0.9571
mpls_DDoS_LOIC-HTTP_625.pcap,mpls,DDoS,LOIC-HTTP,DoS/DDoS,? 正确,0.957
scion_Infiltration_Dropbox_125.pcap,scion,Infiltration,Dropbox,Benign,? 错误,0.7855
mpls_DoS_Hulk_6216.pcap,mpls,DoS,Hulk,DoS/DDoS,? 正确,0.9918
scion_BruteForce_SSH-Patator_3620.pcap,scion,BruteForce,SSH-Patator,BruteForce,? 正确,0.9604
geo_Benign_15039.pcap,geo,Benign,,Benign,? 正确,0.9792
scion_BruteForce_FTP-Patator_1752.pcap,scion,BruteForce,FTP-Patator,BruteForce,? 正确,0.9752
Botnet_Screenshots_447.pcap,IPv4,Botnet,Screenshots,Botnet,? 正确,0.9041
scion_Infiltration_NMAP-Portscan_4755.pcap,scion,Infiltration,NMAP-Portscan,Infiltration,? 正确,0.9492
mpls_BruteForce_FTP-Patator_1957.pcap,mpls,BruteForce,FTP-Patator,BruteForce,? 正确,0.9752
ipv6_DDoS_HOIC_2112.pcap,ipv6,DDoS,HOIC,DoS/DDoS,? 正确,0.9923
Benign_4066.pcap,IPv4,Benign,,Benign,? 正确,0.8283
scion_BruteForce_FTP-Patator_502.pcap,scion,BruteForce,FTP-Patator,BruteForce,? 正确,0.9752
ipv6_Benign_24047.pcap,ipv6,Benign,,Benign,? 正确,0.9617
mpls_Infiltration_Dropbox_4399.pcap,mpls,Infiltration,Dropbox,Infiltration,? 正确,0.97
geo_DDoS_LOIC-UDP_4823.pcap,geo,DDoS,LOIC-UDP,DoS/DDoS,? 正确,0.9824
ipv6_Infiltration_Dropbox_1595.pcap,ipv6,Infiltration,Dropbox,Infiltration,? 正确,0.9513
mpls_Infiltration_Dropbox_2818.pcap,mpls,Infiltration,Dropbox,Infiltration,? 正确,0.9496
Botnet_Screenshots_1190.pcap,IPv4,Botnet,Screenshots,Botnet,? 正确,0.8925
ipv6_BruteForce_SSH-Patator_487.pcap,ipv6,BruteForce,SSH-Patator,BruteForce,? 正确,0.9563
DDoS_LOIC-HTTP_4219.pcap,IPv4,DDoS,LOIC-HTTP,DoS/DDoS,? 正确,0.9557
ipv6_Benign_1189.pcap,ipv6,Benign,,Benign,? 正确,0.8301
geo_DoS_GoldenEye_19247.pcap,geo,DoS,GoldenEye,DoS/DDoS,? 正确,0.9948
geo_Benign_13157.pcap,geo,Benign,,Benign,? 正确,0.9547
DDoS_HOIC_3465.pcap,IPv4,DDoS,HOIC,Benign,? 错误,0.539
geo_Benign_17677.pcap,geo,Benign,,Benign,? 正确,0.9825
ipv6_DDoS_LOIC-UDP_57.pcap,ipv6,DDoS,LOIC-UDP,DoS/DDoS,? 正确,0.984
ipv6_Botnet_Screenshots_1536.pcap,ipv6,Botnet,Screenshots,Botnet,? 正确,0.8932
mpls_Benign_7404.pcap,mpls,Benign,,Benign,? 正确,0.9823
mpls_Infiltration_NMAP-Portscan_1440.pcap,mpls,Infiltration,NMAP-Portscan,Infiltration,? 正确,0.5512
mpls_Benign_12931.pcap,mpls,Benign,,Benign,? 正确,0.9788
ipv6_Botnet_Screenshots_62.pcap,ipv6,Botnet,Screenshots,Botnet,? 正确,0.8946
mpls_DoS_Slowloris_3882.pcap,mpls,DoS,Slowloris,DoS/DDoS,? 正确,0.993
geo_Benign_19748.pcap,geo,Benign,,Benign,? 正确,0.783
DDoS_LOIC-HTTP_1176.pcap,IPv4,DDoS,LOIC-HTTP,DoS/DDoS,? 正确,0.8238
Infiltration_NMAP-Portscan_1970.pcap,IPv4,Infiltration,NMAP-Portscan,Infiltration,? 正确,0.9469
geo_DDoS_HOIC_1995.pcap,geo,DDoS,HOIC,DoS/DDoS,? 正确,0.9924
BruteForce_SSH-Patator_2766.pcap,IPv4,BruteForce,SSH-Patator,BruteForce,? 正确,0.9641
mpls_Botnet_Screenshots_1059.pcap,mpls,Botnet,Screenshots,Benign,? 错误,0.9691
ipv6_DoS_GoldenEye_27419.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,? 正确,0.9947
scion_Benign_19130.pcap,scion,Benign,,Benign,? 正确,0.8228
mpls_BruteForce_FTP-Patator_676.pcap,mpls,BruteForce,FTP-Patator,BruteForce,? 正确,0.9752
scion_BruteForce_FTP-Patator_2467.pcap,scion,BruteForce,FTP-Patator,BruteForce,? 正确,0.9752
geo_Benign_20769.pcap,geo,Benign,,Benign,? 正确,0.8255
mpls_DoS_Slowloris_3911.pcap,mpls,DoS,Slowloris,DoS/DDoS,? 正确,0.9948
Benign_8761.pcap,IPv4,Benign,,Benign,? 正确,0.9762
ipv6_DDoS_LOIC-UDP_4935.pcap,ipv6,DDoS,LOIC-UDP,DoS/DDoS,? 正确,0.9825
scion_Infiltration_NMAP-Portscan_4054.pcap,scion,Infiltration,NMAP-Portscan,Infiltration,? 正确,0.9743
ipv6_DDoS_HOIC_2573.pcap,ipv6,DDoS,HOIC,DoS/DDoS,? 正确,0.9924
geo_DoS_GoldenEye_21457.pcap,geo,DoS,GoldenEye,DoS/DDoS,? 正确,0.9947
mpls_DDoS_LOIC-UDP_3019.pcap,mpls,DDoS,LOIC-UDP,DoS/DDoS,? 正确,0.984
mpls_DoS_Slowloris_3552.pcap,mpls,DoS,Slowloris,DoS/DDoS,? 正确,0.993
DoS_GoldenEye_6682.pcap,IPv4,DoS,GoldenEye,DoS/DDoS,? 正确,0.9948
mpls_Benign_7434.pcap,mpls,Benign,,Benign,? 正确,0.8252
scion_Benign_14174.pcap,scion,Benign,,Benign,? 正确,0.7964
mpls_BruteForce_FTP-Patator_3994.pcap,mpls,BruteForce,FTP-Patator,BruteForce,? 正确,0.9752
ipv6_Infiltration_NMAP-Portscan_344.pcap,ipv6,Infiltration,NMAP-Portscan,Benign,? 错误,0.7033
ipv6_DoS_GoldenEye_23010.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,? 正确,0.9818
scion_Benign_16842.pcap,scion,Benign,,Benign,? 正确,0.974
geo_Benign_12464.pcap,geo,Benign,,Benign,? 正确,0.823
Botnet_Ares_2461.pcap,IPv4,Botnet,Ares,Botnet,? 正确,0.9049
mpls_BruteForce_SSH-Patator_4002.pcap,mpls,BruteForce,SSH-Patator,BruteForce,? 正确,0.9652
Botnet_Screenshots_1364.pcap,IPv4,Botnet,Screenshots,Botnet,? 正确,0.8979
scion_Benign_23612.pcap,scion,Benign,,Benign,? 正确,0.7865
ipv6_Infiltration_Dropbox_3342.pcap,ipv6,Infiltration,Dropbox,Infiltration,? 正确,0.9451
geo_Benign_13921.pcap,geo,Benign,,Benign,? 正确,0.9491
ipv6_Botnet_Screenshots_1322.pcap,ipv6,Botnet,Screenshots,Botnet,? 正确,0.4845
mpls_Botnet_Screenshots_984.pcap,mpls,Botnet,Screenshots,Botnet,? 正确,0.8471
ipv6_Benign_23866.pcap,ipv6,Benign,,Benign,? 正确,0.9866
scion_Infiltration_NMAP-Portscan_711.pcap,scion,Infiltration,NMAP-Portscan,Infiltration,? 正确,0.9551
ipv6_DDoS_LOIC-UDP_4450.pcap,ipv6,DDoS,LOIC-UDP,DoS/DDoS,? 正确,0.984
ipv6_Benign_23019.pcap,ipv6,Benign,,Benign,? 正确,0.8236
mpls_DDoS_LOIC-HTTP_415.pcap,mpls,DDoS,LOIC-HTTP,DoS/DDoS,? 正确,0.9746
mpls_DDoS_LOIC-HTTP_4187.pcap,mpls,DDoS,LOIC-HTTP,DoS/DDoS,? 正确,0.9569
ipv6_DDoS_LOIC-UDP_3094.pcap,ipv6,DDoS,LOIC-UDP,DoS/DDoS,? 正确,0.984
mpls_DDoS_LOIC-HTTP_2642.pcap,mpls,DDoS,LOIC-HTTP,DoS/DDoS,? 正确,0.9725
ipv6_Benign_23849.pcap,ipv6,Benign,,Benign,? 正确,0.8002
BruteForce_SSH-Patator_4958.pcap,IPv4,BruteForce,SSH-Patator,BruteForce,? 正确,0.9594
mpls_Benign_11619.pcap,mpls,Benign,,Benign,? 正确,0.9623
scion_BruteForce_FTP-Patator_1817.pcap,scion,BruteForce,FTP-Patator,BruteForce,? 正确,0.9752
geo_Benign_15856.pcap,geo,Benign,,Benign,? 正确,0.9664
geo_DoS_GoldenEye_20986.pcap,geo,DoS,GoldenEye,Benign,? 错误,0.4871
ipv6_BruteForce_FTP-Patator_1181.pcap,ipv6,BruteForce,FTP-Patator,BruteForce,? 正确,0.9752
Benign_1699.pcap,IPv4,Benign,,Benign,? 正确,0.9271
scion_Benign_22278.pcap,scion,Benign,,Benign,? 正确,0.9443
mpls_DoS_Slowloris_4508.pcap,mpls,DoS,Slowloris,DoS/DDoS,? 正确,0.9948
ipv6_Benign_1131.pcap,ipv6,Benign,,Benign,? 正确,0.9742
Infiltration_Dropbox_2777.pcap,IPv4,Infiltration,Dropbox,Infiltration,? 正确,0.9709
ipv6_DoS_GoldenEye_22956.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,? 正确,0.9672
ipv6_DDoS_LOIC-UDP_3698.pcap,ipv6,DDoS,LOIC-UDP,DoS/DDoS,? 正确,0.984
Infiltration_Dropbox_4928.pcap,IPv4,Infiltration,Dropbox,Infiltration,? 正确,0.9474
DoS_GoldenEye_605.pcap,IPv4,DoS,GoldenEye,DoS/DDoS,? 正确,0.9948
geo_Benign_16579.pcap,geo,Benign,,Benign,? 正确,0.8353
ipv6_DDoS_HOIC_2217.pcap,ipv6,DDoS,HOIC,DoS/DDoS,? 正确,0.7061
scion_Infiltration_NMAP-Portscan_373.pcap,scion,Infiltration,NMAP-Portscan,Infiltration,? 正确,0.8925
mpls_Infiltration_Dropbox_3401.pcap,mpls,Infiltration,Dropbox,Infiltration,? 正确,0.9694
DoS_GoldenEye_8967.pcap,IPv4,DoS,GoldenEye,DoS/DDoS,? 正确,0.9793
ipv6_BruteForce_FTP-Patator_4734.pcap,ipv6,BruteForce,FTP-Patator,BruteForce,? 正确,0.9752
mpls_Benign_5445.pcap,mpls,Benign,,Benign,? 正确,0.8197
scion_Botnet_Screenshots_841.pcap,scion,Botnet,Screenshots,Botnet,? 正确,0.8137
ipv6_DDoS_HOIC_134.pcap,ipv6,DDoS,HOIC,DoS/DDoS,? 正确,0.9924
Botnet_Screenshots_1053.pcap,IPv4,Botnet,Screenshots,Botnet,? 正确,0.8802
scion_BruteForce_SSH-Patator_924.pcap,scion,BruteForce,SSH-Patator,BruteForce,? 正确,0.9589
mpls_Infiltration_Dropbox_3287.pcap,mpls,Infiltration,Dropbox,Infiltration,? 正确,0.97
ipv6_Botnet_Ares_812.pcap,ipv6,Botnet,Ares,Botnet,? 正确,0.8194
mpls_Botnet_Screenshots_2842.pcap,mpls,Botnet,Screenshots,Botnet,? 正确,0.9096
ipv6_Benign_28729.pcap,ipv6,Benign,,Infiltration,? 错误,0.855
ipv6_Benign_1635.pcap,ipv6,Benign,,Benign,? 正确,0.9696
mpls_DDoS_LOIC-HTTP_2692.pcap,mpls,DDoS,LOIC-HTTP,DoS/DDoS,? 正确,0.957
BruteForce_SSH-Patator_1511.pcap,IPv4,BruteForce,SSH-Patator,BruteForce,? 正确,0.9606
BruteForce_SSH-Patator_1478.pcap,IPv4,BruteForce,SSH-Patator,BruteForce,? 正确,0.959
ipv6_Botnet_Ares_1450.pcap,ipv6,Botnet,Ares,Botnet,? 正确,0.8996
mpls_DoS_Hulk_6892.pcap,mpls,DoS,Hulk,DoS/DDoS,? 正确,0.9944
ipv6_Infiltration_NMAP-Portscan_4835.pcap,ipv6,Infiltration,NMAP-Portscan,Infiltration,? 正确,0.9487
scion_Infiltration_NMAP-Portscan_1215.pcap,scion,Infiltration,NMAP-Portscan,Infiltration,? 正确,0.9474
ipv6_Benign_27080.pcap,ipv6,Benign,,Benign,? 正确,0.9441
ipv6_Benign_922.pcap,ipv6,Benign,,Benign,? 正确,0.9824
mpls_Infiltration_NMAP-Portscan_1012.pcap,mpls,Infiltration,NMAP-Portscan,Infiltration,? 正确,0.9448
scion_BruteForce_FTP-Patator_2777.pcap,scion,BruteForce,FTP-Patator,BruteForce,? 正确,0.9752
scion_Infiltration_Dropbox_3911.pcap,scion,Infiltration,Dropbox,Infiltration,? 正确,0.9676
Benign_6100.pcap,IPv4,Benign,,Benign,? 正确,0.9691
scion_BruteForce_FTP-Patator_28.pcap,scion,BruteForce,FTP-Patator,BruteForce,? 正确,0.9752
DoS_GoldenEye_866.pcap,IPv4,DoS,GoldenEye,DoS/DDoS,? 正确,0.9949
ipv6_BruteForce_SSH-Patator_1407.pcap,ipv6,BruteForce,SSH-Patator,BruteForce,? 正确,0.9634
Benign_2775.pcap,IPv4,Benign,,Benign,? 正确,0.9788
scion_Botnet_Ares_1729.pcap,scion,Botnet,Ares,Botnet,? 正确,0.898
scion_Benign_21989.pcap,scion,Benign,,Benign,? 正确,0.7965
Infiltration_NMAP-Portscan_3409.pcap,IPv4,Infiltration,NMAP-Portscan,Infiltration,? 正确,0.9475
scion_BruteForce_SSH-Patator_630.pcap,scion,BruteForce,SSH-Patator,BruteForce,? 正确,0.961
mpls_BruteForce_SSH-Patator_1333.pcap,mpls,BruteForce,SSH-Patator,BruteForce,? 正确,0.9642
DoS_GoldenEye_9161.pcap,IPv4,DoS,GoldenEye,DoS/DDoS,? 正确,0.9934
BruteForce_SSH-Patator_2968.pcap,IPv4,BruteForce,SSH-Patator,BruteForce,? 正确,0.9581
scion_Benign_18319.pcap,scion,Benign,,Benign,? 正确,0.9278
ipv6_DDoS_LOIC-UDP_3298.pcap,ipv6,DDoS,LOIC-UDP,DoS/DDoS,? 正确,0.9823
mpls_Botnet_Screenshots_2847.pcap,mpls,Botnet,Screenshots,Botnet,? 正确,0.8116
ipv6_DDoS_LOIC-HTTP_3184.pcap,ipv6,DDoS,LOIC-HTTP,DoS/DDoS,? 正确,0.977
mpls_Benign_7008.pcap,mpls,Benign,,Benign,? 正确,0.8169
mpls_Botnet_Ares_564.pcap,mpls,Botnet,Ares,Botnet,? 正确,0.9004
ipv6_Benign_25154.pcap,ipv6,Benign,,Benign,? 正确,0.9419
scion_Infiltration_NMAP-Portscan_3909.pcap,scion,Infiltration,NMAP-Portscan,Infiltration,? 正确,0.9492
scion_BruteForce_SSH-Patator_854.pcap,scion,BruteForce,SSH-Patator,BruteForce,? 正确,0.9546
Infiltration_Dropbox_3082.pcap,IPv4,Infiltration,Dropbox,Infiltration,? 正确,0.9469
DDoS_HOIC_391.pcap,IPv4,DDoS,HOIC,DoS/DDoS,? 正确,0.9935
ipv6_Infiltration_Dropbox_1127.pcap,ipv6,Infiltration,Dropbox,Infiltration,? 正确,0.9559
ipv6_Benign_26934.pcap,ipv6,Benign,,Benign,? 正确,0.9777
DDoS_LOIC-UDP_900.pcap,IPv4,DDoS,LOIC-UDP,DoS/DDoS,? 正确,0.984
DoS_GoldenEye_691.pcap,IPv4,DoS,GoldenEye,DoS/DDoS,? 正确,0.994
scion_Infiltration_NMAP-Portscan_16.pcap,scion,Infiltration,NMAP-Portscan,Benign,? 错误,0.7675
Benign_7316.pcap,IPv4,Benign,,Benign,? 正确,0.968
mpls_Infiltration_Dropbox_4442.pcap,mpls,Infiltration,Dropbox,Infiltration,? 正确,0.9492
mpls_Infiltration_Dropbox_3970.pcap,mpls,Infiltration,Dropbox,Infiltration,? 正确,0.9446
ipv6_DoS_GoldenEye_26712.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,? 正确,0.9943
mpls_DDoS_HOIC_4679.pcap,mpls,DDoS,HOIC,DoS/DDoS,? 正确,0.9929
mpls_DDoS_HOIC_4620.pcap,mpls,DDoS,HOIC,DoS/DDoS,? 正确,0.9924
ipv6_BruteForce_SSH-Patator_2187.pcap,ipv6,BruteForce,SSH-Patator,BruteForce,? 正确,0.9628
ipv6_Infiltration_Dropbox_3373.pcap,ipv6,Infiltration,Dropbox,Infiltration,? 正确,0.9673
scion_BruteForce_SSH-Patator_1678.pcap,scion,BruteForce,SSH-Patator,BruteForce,? 正确,0.9632
BruteForce_FTP-Patator_3598.pcap,IPv4,BruteForce,FTP-Patator,BruteForce,? 正确,0.9752
scion_Benign_16103.pcap,scion,Benign,,Benign,? 正确,0.9422
geo_Benign_11896.pcap,geo,Benign,,Benign,? 正确,0.9733
mpls_Infiltration_NMAP-Portscan_2784.pcap,mpls,Infiltration,NMAP-Portscan,Infiltration,? 正确,0.9734
mpls_Infiltration_NMAP-Portscan_2637.pcap,mpls,Infiltration,NMAP-Portscan,Infiltration,? 正确,0.9456
mpls_Infiltration_Dropbox_205.pcap,mpls,Infiltration,Dropbox,Infiltration,? 正确,0.8258
geo_Benign_19812.pcap,geo,Benign,,Benign,? 正确,0.8259
mpls_DoS_Slowloris_2212.pcap,mpls,DoS,Slowloris,DoS/DDoS,? 正确,0.9818
Infiltration_NMAP-Portscan_1797.pcap,IPv4,Infiltration,NMAP-Portscan,Infiltration,? 正确,0.976
mpls_BruteForce_SSH-Patator_2283.pcap,mpls,BruteForce,SSH-Patator,BruteForce,? 正确,0.96
Infiltration_Dropbox_1170.pcap,IPv4,Infiltration,Dropbox,Infiltration,? 正确,0.828
Botnet_Ares_3209.pcap,IPv4,Botnet,Ares,Botnet,? 正确,0.9151
mpls_BruteForce_SSH-Patator_924.pcap,mpls,BruteForce,SSH-Patator,BruteForce,? 正确,0.9589
ipv6_DoS_GoldenEye_28972.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,? 正确,0.9948
DoS_GoldenEye_3993.pcap,IPv4,DoS,GoldenEye,DoS/DDoS,? 正确,0.9927
scion_Infiltration_Dropbox_572.pcap,scion,Infiltration,Dropbox,Benign,? 错误,0.7869
Botnet_Ares_1820.pcap,IPv4,Botnet,Ares,Botnet,? 正确,0.9145
BruteForce_FTP-Patator_4372.pcap,IPv4,BruteForce,FTP-Patator,BruteForce,? 正确,0.9752
ipv6_Infiltration_Dropbox_4194.pcap,ipv6,Infiltration,Dropbox,Infiltration,? 正确,0.9446
scion_Botnet_Ares_3221.pcap,scion,Botnet,Ares,Botnet,? 正确,0.8945
Benign_1345.pcap,IPv4,Benign,,Benign,? 正确,0.7868
geo_DoS_GoldenEye_10950.pcap,geo,DoS,GoldenEye,DoS/DDoS,? 正确,0.9948
BruteForce_FTP-Patator_387.pcap,IPv4,BruteForce,FTP-Patator,BruteForce,? 正确,0.9752
ipv6_DoS_GoldenEye_22871.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,? 正确,0.9948
ipv6_Infiltration_NMAP-Portscan_3751.pcap,ipv6,Infiltration,NMAP-Portscan,Infiltration,? 正确,0.9465
mpls_DoS_Slowloris_2344.pcap,mpls,DoS,Slowloris,DoS/DDoS,? 正确,0.9818
mpls_Infiltration_Dropbox_1361.pcap,mpls,Infiltration,Dropbox,Benign,? 错误,0.7625
mpls_DoS_Slowloris_4314.pcap,mpls,DoS,Slowloris,DoS/DDoS,? 正确,0.993
scion_Benign_21035.pcap,scion,Benign,,Benign,? 正确,0.819
ipv6_Botnet_Ares_1327.pcap,ipv6,Botnet,Ares,Botnet,? 正确,0.9159
ipv6_WebAttack_BruteForce-Web_50.pcap,ipv6,WebAttack,BruteForce-Web,WebAttack,? 正确,0.9494
mpls_DoS_Hulk_3252.pcap,mpls,DoS,Hulk,DoS/DDoS,? 正确,0.9938
ipv6_Benign_28237.pcap,ipv6,Benign,,Benign,? 正确,0.9793
scion_Benign_14549.pcap,scion,Benign,,Benign,? 正确,0.9719
mpls_DoS_Hulk_2804.pcap,mpls,DoS,Hulk,DoS/DDoS,? 正确,0.9941
scion_Benign_15355.pcap,scion,Benign,,Benign,? 正确,0.9734
ipv6_Benign_24046.pcap,ipv6,Benign,,Benign,? 正确,0.7905
BruteForce_FTP-Patator_2348.pcap,IPv4,BruteForce,FTP-Patator,BruteForce,? 正确,0.9752
mpls_DDoS_LOIC-UDP_3094.pcap,mpls,DDoS,LOIC-UDP,DoS/DDoS,? 正确,0.984
ipv6_Infiltration_Dropbox_4289.pcap,ipv6,Infiltration,Dropbox,Infiltration,? 正确,0.9673
geo_DDoS_LOIC-UDP_2912.pcap,geo,DDoS,LOIC-UDP,DoS/DDoS,? 正确,0.984
mpls_DDoS_LOIC-HTTP_456.pcap,mpls,DDoS,LOIC-HTTP,DoS/DDoS,? 正确,0.8238
ipv6_BruteForce_FTP-Patator_2169.pcap,ipv6,BruteForce,FTP-Patator,BruteForce,? 正确,0.9752
ipv6_DDoS_LOIC-UDP_4394.pcap,ipv6,DDoS,LOIC-UDP,DoS/DDoS,? 正确,0.9824
mpls_Benign_5384.pcap,mpls,Benign,,Botnet,? 错误,0.4706
mpls_Botnet_Ares_3398.pcap,mpls,Botnet,Ares,Botnet,? 正确,0.9029
mpls_BruteForce_FTP-Patator_2735.pcap,mpls,BruteForce,FTP-Patator,BruteForce,? 正确,0.9752
geo_DoS_GoldenEye_19706.pcap,geo,DoS,GoldenEye,DoS/DDoS,? 正确,0.9924
mpls_Benign_8962.pcap,mpls,Benign,,Benign,? 正确,0.9757
ipv6_Benign_27870.pcap,ipv6,Benign,,Benign,? 正确,0.8051
Infiltration_NMAP-Portscan_4036.pcap,IPv4,Infiltration,NMAP-Portscan,Infiltration,? 正确,0.9734
ipv6_Botnet_Ares_3061.pcap,ipv6,Botnet,Ares,Botnet,? 正确,0.9153
