文件名,模态,真实攻击类型,攻击手法,预测攻击类型,是否预测正确,Confidence
Benign_20376.pcap,IPv4,Benign,,Benign,✓ 正确,0.9888
Benign_20377.pcap,IPv4,Benign,,Benign,✓ 正确,0.5862
Benign_20378.pcap,IPv4,Benign,,Benign,✓ 正确,0.8672
Benign_20379.pcap,IPv4,Benign,,Benign,✓ 正确,0.8770
Benign_20380.pcap,IPv4,Benign,,Benign,✓ 正确,0.9877
Benign_20381.pcap,IPv4,Benign,,Benign,✓ 正确,0.8963
Benign_20382.pcap,IPv4,Benign,,Benign,✓ 正确,0.8847
Benign_20383.pcap,IPv4,Benign,,Benign,✓ 正确,0.9866
Benign_20384.pcap,IPv4,Benign,,Benign,✓ 正确,0.9808
Benign_20385.pcap,IPv4,Benign,,Benign,✓ 正确,0.8958
Benign_20386.pcap,IPv4,Benign,,Benign,✓ 正确,0.9716
Benign_20387.pcap,IPv4,Benign,,Benign,✓ 正确,0.6508
Benign_20388.pcap,IPv4,Benign,,Benign,✓ 正确,0.9821
Benign_20389.pcap,IPv4,Benign,,Benign,✓ 正确,0.8636
Benign_20390.pcap,IPv4,Benign,,Benign,✓ 正确,0.8867
Benign_20391.pcap,IPv4,Benign,,Benign,✓ 正确,0.8700
Benign_20392.pcap,IPv4,Benign,,Benign,✓ 正确,0.8976
Benign_20393.pcap,IPv4,Benign,,Benign,✓ 正确,0.8548
Benign_20394.pcap,IPv4,Benign,,Benign,✓ 正确,0.8493
Benign_20395.pcap,IPv4,Benign,,Benign,✓ 正确,0.8847
Benign_20396.pcap,IPv4,Benign,,Benign,✓ 正确,0.8560
Benign_20397.pcap,IPv4,Benign,,Benign,✓ 正确,0.9851
Benign_20398.pcap,IPv4,Benign,,Benign,✓ 正确,0.8541
Benign_20399.pcap,IPv4,Benign,,Benign,✓ 正确,0.8845
Benign_20400.pcap,IPv4,Benign,,Benign,✓ 正确,0.8537
Benign_20401.pcap,IPv4,Benign,,Benign,✓ 正确,0.9882
Benign_20402.pcap,IPv4,Benign,,Benign,✓ 正确,0.8474
Benign_20403.pcap,IPv4,Benign,,Benign,✓ 正确,0.9182
Benign_20404.pcap,IPv4,Benign,,Benign,✓ 正确,0.8355
Benign_20405.pcap,IPv4,Benign,,Benign,✓ 正确,0.9138
Benign_20406.pcap,IPv4,Benign,,Benign,✓ 正确,0.9856
Benign_20407.pcap,IPv4,Benign,,Benign,✓ 正确,0.9732
Benign_20408.pcap,IPv4,Benign,,Benign,✓ 正确,0.9022
Benign_20409.pcap,IPv4,Benign,,Benign,✓ 正确,0.9852
Benign_20410.pcap,IPv4,Benign,,Benign,✓ 正确,0.8592
Benign_20411.pcap,IPv4,Benign,,Benign,✓ 正确,0.8377
Benign_20412.pcap,IPv4,Benign,,Benign,✓ 正确,0.8784
Benign_20413.pcap,IPv4,Benign,,Benign,✓ 正确,0.9890
Benign_20414.pcap,IPv4,Benign,,Benign,✓ 正确,0.7215
Benign_20415.pcap,IPv4,Benign,,Benign,✓ 正确,0.9095
Benign_20416.pcap,IPv4,Benign,,Benign,✓ 正确,0.8554
Benign_20417.pcap,IPv4,Benign,,Benign,✓ 正确,0.8978
Benign_20418.pcap,IPv4,Benign,,Benign,✓ 正确,0.9826
Benign_20419.pcap,IPv4,Benign,,Benign,✓ 正确,0.9795
Benign_20420.pcap,IPv4,Benign,,Benign,✓ 正确,0.8579
Benign_20421.pcap,IPv4,Benign,,Benign,✓ 正确,0.9878
Benign_20422.pcap,IPv4,Benign,,Benign,✓ 正确,0.9808
Benign_20423.pcap,IPv4,Benign,,Benign,✓ 正确,0.9881
Benign_20424.pcap,IPv4,Benign,,Benign,✓ 正确,0.8624
Benign_20425.pcap,IPv4,Benign,,Benign,✓ 正确,0.9777
Benign_20426.pcap,IPv4,Benign,,Benign,✓ 正确,0.9873
Benign_20427.pcap,IPv4,Benign,,Benign,✓ 正确,0.8637
Benign_20428.pcap,IPv4,Benign,,Benign,✓ 正确,0.8847
Benign_20429.pcap,IPv4,Benign,,Benign,✓ 正确,0.9706
Benign_20430.pcap,IPv4,Benign,,Botnet,✗ 错误,0.7435
Benign_20431.pcap,IPv4,Benign,,Benign,✓ 正确,0.8340
Benign_20432.pcap,IPv4,Benign,,Benign,✓ 正确,0.9789
Benign_20433.pcap,IPv4,Benign,,Benign,✓ 正确,0.8883
Benign_20434.pcap,IPv4,Benign,,Benign,✓ 正确,0.9882
Benign_20435.pcap,IPv4,Benign,,Benign,✓ 正确,0.8554
Benign_20436.pcap,IPv4,Benign,,Benign,✓ 正确,0.9300
Benign_20437.pcap,IPv4,Benign,,Benign,✓ 正确,0.8027
Benign_20438.pcap,IPv4,Benign,,Benign,✓ 正确,0.9824
Benign_20439.pcap,IPv4,Benign,,Benign,✓ 正确,0.9124
Benign_20440.pcap,IPv4,Benign,,Benign,✓ 正确,0.8844
Benign_20441.pcap,IPv4,Benign,,Benign,✓ 正确,0.9753
Benign_20442.pcap,IPv4,Benign,,Benign,✓ 正确,0.9870
Benign_20443.pcap,IPv4,Benign,,Benign,✓ 正确,0.9454
Benign_20444.pcap,IPv4,Benign,,Benign,✓ 正确,0.9798
Benign_20445.pcap,IPv4,Benign,,Benign,✓ 正确,0.5886
Benign_20446.pcap,IPv4,Benign,,Benign,✓ 正确,0.9021
Benign_20447.pcap,IPv4,Benign,,Benign,✓ 正确,0.8741
Benign_20448.pcap,IPv4,Benign,,Benign,✓ 正确,0.8572
Benign_20449.pcap,IPv4,Benign,,Benign,✓ 正确,0.8513
Benign_20450.pcap,IPv4,Benign,,Benign,✓ 正确,0.9869
Benign_20451.pcap,IPv4,Benign,,Benign,✓ 正确,0.8658
Benign_20452.pcap,IPv4,Benign,,Benign,✓ 正确,0.9804
Benign_20453.pcap,IPv4,Benign,,Benign,✓ 正确,0.9874
Benign_20454.pcap,IPv4,Benign,,Benign,✓ 正确,0.8598
Benign_20455.pcap,IPv4,Benign,,Benign,✓ 正确,0.8520
Benign_20456.pcap,IPv4,Benign,,Benign,✓ 正确,0.8414
Benign_20457.pcap,IPv4,Benign,,Benign,✓ 正确,0.9591
Benign_20458.pcap,IPv4,Benign,,Benign,✓ 正确,0.9752
Benign_20459.pcap,IPv4,Benign,,Benign,✓ 正确,0.7879
Benign_20460.pcap,IPv4,Benign,,Benign,✓ 正确,0.8325
Benign_20461.pcap,IPv4,Benign,,Benign,✓ 正确,0.8846
Benign_20462.pcap,IPv4,Benign,,Benign,✓ 正确,0.7565
Benign_20463.pcap,IPv4,Benign,,Benign,✓ 正确,0.8794
Benign_20464.pcap,IPv4,Benign,,Benign,✓ 正确,0.8766
Benign_20465.pcap,IPv4,Benign,,Benign,✓ 正确,0.9867
Benign_20466.pcap,IPv4,Benign,,Benign,✓ 正确,0.8651
Benign_20467.pcap,IPv4,Benign,,Benign,✓ 正确,0.9168
Benign_20468.pcap,IPv4,Benign,,Benign,✓ 正确,0.8632
Benign_20469.pcap,IPv4,Benign,,Benign,✓ 正确,0.9822
Benign_20470.pcap,IPv4,Benign,,Benign,✓ 正确,0.8617
Benign_20471.pcap,IPv4,Benign,,Benign,✓ 正确,0.8573
Benign_20472.pcap,IPv4,Benign,,Benign,✓ 正确,0.8574
Benign_20473.pcap,IPv4,Benign,,Benign,✓ 正确,0.9843
Benign_20474.pcap,IPv4,Benign,,Benign,✓ 正确,0.9782
Benign_20475.pcap,IPv4,Benign,,Benign,✓ 正确,0.8562
Benign_20476.pcap,IPv4,Benign,,Benign,✓ 正确,0.8243
Benign_20477.pcap,IPv4,Benign,,Benign,✓ 正确,0.9869
Benign_20478.pcap,IPv4,Benign,,Benign,✓ 正确,0.9874
Benign_20479.pcap,IPv4,Benign,,Benign,✓ 正确,0.8651
Benign_20480.pcap,IPv4,Benign,,Benign,✓ 正确,0.9825
Benign_20481.pcap,IPv4,Benign,,Benign,✓ 正确,0.9890
Benign_20482.pcap,IPv4,Benign,,Benign,✓ 正确,0.9875
Benign_20483.pcap,IPv4,Benign,,Benign,✓ 正确,0.8641
Benign_20484.pcap,IPv4,Benign,,Benign,✓ 正确,0.9701
Benign_20485.pcap,IPv4,Benign,,Benign,✓ 正确,0.9690
Benign_20486.pcap,IPv4,Benign,,Benign,✓ 正确,0.9730
Benign_20487.pcap,IPv4,Benign,,Benign,✓ 正确,0.8528
Benign_20488.pcap,IPv4,Benign,,Benign,✓ 正确,0.9796
Benign_20489.pcap,IPv4,Benign,,Benign,✓ 正确,0.8055
Benign_20490.pcap,IPv4,Benign,,Botnet,✗ 错误,0.5218
Benign_20491.pcap,IPv4,Benign,,Benign,✓ 正确,0.9754
Benign_20492.pcap,IPv4,Benign,,Benign,✓ 正确,0.8613
Benign_20493.pcap,IPv4,Benign,,Benign,✓ 正确,0.8800
Benign_20494.pcap,IPv4,Benign,,Benign,✓ 正确,0.8537
Benign_20495.pcap,IPv4,Benign,,Benign,✓ 正确,0.9831
Benign_20496.pcap,IPv4,Benign,,Benign,✓ 正确,0.8597
Benign_20497.pcap,IPv4,Benign,,Benign,✓ 正确,0.8695
Benign_20498.pcap,IPv4,Benign,,Benign,✓ 正确,0.9658
Benign_20499.pcap,IPv4,Benign,,Benign,✓ 正确,0.7690
Benign_20500.pcap,IPv4,Benign,,Benign,✓ 正确,0.8537
Benign_20501.pcap,IPv4,Benign,,Benign,✓ 正确,0.9872
Benign_20502.pcap,IPv4,Benign,,Benign,✓ 正确,0.9827
Benign_20503.pcap,IPv4,Benign,,Benign,✓ 正确,0.8947
Benign_20504.pcap,IPv4,Benign,,Benign,✓ 正确,0.9742
Benign_20505.pcap,IPv4,Benign,,Benign,✓ 正确,0.9787
Benign_20506.pcap,IPv4,Benign,,Benign,✓ 正确,0.8598
Benign_20507.pcap,IPv4,Benign,,Benign,✓ 正确,0.7575
Benign_20508.pcap,IPv4,Benign,,Benign,✓ 正确,0.9871
Benign_20509.pcap,IPv4,Benign,,Benign,✓ 正确,0.9119
Benign_20510.pcap,IPv4,Benign,,Benign,✓ 正确,0.9893
Benign_20511.pcap,IPv4,Benign,,Benign,✓ 正确,0.8671
Benign_20512.pcap,IPv4,Benign,,Benign,✓ 正确,0.9119
Benign_20513.pcap,IPv4,Benign,,Benign,✓ 正确,0.8672
Benign_20514.pcap,IPv4,Benign,,Benign,✓ 正确,0.8943
Benign_20515.pcap,IPv4,Benign,,Benign,✓ 正确,0.7685
Benign_20517.pcap,IPv4,Benign,,Benign,✓ 正确,0.8631
Benign_20518.pcap,IPv4,Benign,,Benign,✓ 正确,0.8786
Benign_20519.pcap,IPv4,Benign,,Benign,✓ 正确,0.8857
Benign_20520.pcap,IPv4,Benign,,Benign,✓ 正确,0.9860
Benign_20521.pcap,IPv4,Benign,,Benign,✓ 正确,0.9784
Benign_20522.pcap,IPv4,Benign,,Benign,✓ 正确,0.9812
Benign_20523.pcap,IPv4,Benign,,Benign,✓ 正确,0.9813
Benign_20524.pcap,IPv4,Benign,,Benign,✓ 正确,0.9041
Benign_20525.pcap,IPv4,Benign,,Benign,✓ 正确,0.5871
Benign_20526.pcap,IPv4,Benign,,Botnet,✗ 错误,0.8355
Benign_20527.pcap,IPv4,Benign,,Benign,✓ 正确,0.8467
Benign_20528.pcap,IPv4,Benign,,Benign,✓ 正确,0.8574
Benign_20529.pcap,IPv4,Benign,,Benign,✓ 正确,0.8724
Benign_20530.pcap,IPv4,Benign,,Benign,✓ 正确,0.9445
Benign_20531.pcap,IPv4,Benign,,Benign,✓ 正确,0.9234
Benign_20532.pcap,IPv4,Benign,,Benign,✓ 正确,0.8542
Benign_20533.pcap,IPv4,Benign,,Benign,✓ 正确,0.8579
Benign_20534.pcap,IPv4,Benign,,Benign,✓ 正确,0.8811
Benign_20535.pcap,IPv4,Benign,,Benign,✓ 正确,0.8566
Benign_20536.pcap,IPv4,Benign,,Botnet,✗ 错误,0.9088
Benign_20537.pcap,IPv4,Benign,,Benign,✓ 正确,0.8686
Benign_20538.pcap,IPv4,Benign,,Benign,✓ 正确,0.7834
Benign_20539.pcap,IPv4,Benign,,Benign,✓ 正确,0.9063
Benign_20540.pcap,IPv4,Benign,,Benign,✓ 正确,0.9832
Benign_20541.pcap,IPv4,Benign,,Benign,✓ 正确,0.8587
Benign_20542.pcap,IPv4,Benign,,Benign,✓ 正确,0.8210
Benign_20543.pcap,IPv4,Benign,,Benign,✓ 正确,0.9075
Benign_20544.pcap,IPv4,Benign,,Benign,✓ 正确,0.9849
Benign_20545.pcap,IPv4,Benign,,Benign,✓ 正确,0.9154
Benign_20546.pcap,IPv4,Benign,,Benign,✓ 正确,0.9722
Benign_20547.pcap,IPv4,Benign,,Benign,✓ 正确,0.9650
Benign_20548.pcap,IPv4,Benign,,Benign,✓ 正确,0.8973
Benign_20549.pcap,IPv4,Benign,,Benign,✓ 正确,0.8876
Benign_20550.pcap,IPv4,Benign,,Benign,✓ 正确,0.8641
Benign_20551.pcap,IPv4,Benign,,Benign,✓ 正确,0.8757
Benign_20552.pcap,IPv4,Benign,,Benign,✓ 正确,0.9425
Benign_20553.pcap,IPv4,Benign,,Benign,✓ 正确,0.8571
Benign_20554.pcap,IPv4,Benign,,Benign,✓ 正确,0.9598
Benign_20555.pcap,IPv4,Benign,,Benign,✓ 正确,0.9880
Benign_20556.pcap,IPv4,Benign,,Benign,✓ 正确,0.6120
Benign_20557.pcap,IPv4,Benign,,Benign,✓ 正确,0.9324
Benign_20558.pcap,IPv4,Benign,,Benign,✓ 正确,0.9870
Benign_20559.pcap,IPv4,Benign,,Benign,✓ 正确,0.9751
Benign_20560.pcap,IPv4,Benign,,Benign,✓ 正确,0.8836
Benign_20561.pcap,IPv4,Benign,,Benign,✓ 正确,0.8405
Benign_20562.pcap,IPv4,Benign,,Benign,✓ 正确,0.8804
Benign_20563.pcap,IPv4,Benign,,Benign,✓ 正确,0.8806
Benign_20564.pcap,IPv4,Benign,,Benign,✓ 正确,0.9880
Benign_20565.pcap,IPv4,Benign,,Benign,✓ 正确,0.9293
Benign_20566.pcap,IPv4,Benign,,Benign,✓ 正确,0.8127
Benign_20567.pcap,IPv4,Benign,,Benign,✓ 正确,0.9824
Benign_20568.pcap,IPv4,Benign,,Benign,✓ 正确,0.9808
Benign_20569.pcap,IPv4,Benign,,Botnet,✗ 错误,0.8891
Benign_20570.pcap,IPv4,Benign,,Benign,✓ 正确,0.8870
Benign_20571.pcap,IPv4,Benign,,Benign,✓ 正确,0.9873
Benign_20572.pcap,IPv4,Benign,,Botnet,✗ 错误,0.9295
Benign_20573.pcap,IPv4,Benign,,Benign,✓ 正确,0.9868
Benign_20574.pcap,IPv4,Benign,,Benign,✓ 正确,0.9754
Benign_20575.pcap,IPv4,Benign,,Benign,✓ 正确,0.8408
Benign_20576.pcap,IPv4,Benign,,Benign,✓ 正确,0.7759
Benign_20577.pcap,IPv4,Benign,,Benign,✓ 正确,0.8777
Benign_20578.pcap,IPv4,Benign,,Benign,✓ 正确,0.9853
Benign_20579.pcap,IPv4,Benign,,Benign,✓ 正确,0.8664
Benign_20580.pcap,IPv4,Benign,,Benign,✓ 正确,0.9893
Benign_20581.pcap,IPv4,Benign,,Benign,✓ 正确,0.9831
Benign_20582.pcap,IPv4,Benign,,Benign,✓ 正确,0.7839
Benign_20583.pcap,IPv4,Benign,,Benign,✓ 正确,0.8860
Benign_20584.pcap,IPv4,Benign,,Benign,✓ 正确,0.8533
Benign_20585.pcap,IPv4,Benign,,Benign,✓ 正确,0.9839
Benign_20586.pcap,IPv4,Benign,,Benign,✓ 正确,0.8591
Benign_20587.pcap,IPv4,Benign,,Benign,✓ 正确,0.9756
Benign_20588.pcap,IPv4,Benign,,Benign,✓ 正确,0.8307
Benign_20589.pcap,IPv4,Benign,,Benign,✓ 正确,0.8501
Benign_20590.pcap,IPv4,Benign,,Benign,✓ 正确,0.8519
Benign_20591.pcap,IPv4,Benign,,Benign,✓ 正确,0.9882
Benign_20592.pcap,IPv4,Benign,,Benign,✓ 正确,0.9874
Benign_20593.pcap,IPv4,Benign,,Benign,✓ 正确,0.8436
Benign_20594.pcap,IPv4,Benign,,Benign,✓ 正确,0.9877
Benign_20595.pcap,IPv4,Benign,,Benign,✓ 正确,0.9836
Benign_20596.pcap,IPv4,Benign,,Benign,✓ 正确,0.5904
Benign_20597.pcap,IPv4,Benign,,Benign,✓ 正确,0.9891
Benign_20598.pcap,IPv4,Benign,,Benign,✓ 正确,0.9730
Benign_20599.pcap,IPv4,Benign,,Benign,✓ 正确,0.5918
Benign_20600.pcap,IPv4,Benign,,Benign,✓ 正确,0.9892
Benign_20601.pcap,IPv4,Benign,,Benign,✓ 正确,0.9825
Benign_20602.pcap,IPv4,Benign,,Benign,✓ 正确,0.8542
Benign_20603.pcap,IPv4,Benign,,Benign,✓ 正确,0.9772
Benign_20604.pcap,IPv4,Benign,,Benign,✓ 正确,0.9877
Benign_20605.pcap,IPv4,Benign,,Benign,✓ 正确,0.8705
Benign_20606.pcap,IPv4,Benign,,Benign,✓ 正确,0.9856
Benign_20607.pcap,IPv4,Benign,,Benign,✓ 正确,0.9861
Benign_20608.pcap,IPv4,Benign,,Benign,✓ 正确,0.8543
Benign_20609.pcap,IPv4,Benign,,Benign,✓ 正确,0.8733
Benign_20610.pcap,IPv4,Benign,,Benign,✓ 正确,0.8585
Benign_20611.pcap,IPv4,Benign,,Benign,✓ 正确,0.9834
Benign_20612.pcap,IPv4,Benign,,Benign,✓ 正确,0.9857
Benign_20613.pcap,IPv4,Benign,,Benign,✓ 正确,0.9016
Benign_20614.pcap,IPv4,Benign,,Benign,✓ 正确,0.9845
Benign_20615.pcap,IPv4,Benign,,Benign,✓ 正确,0.9875
Benign_20616.pcap,IPv4,Benign,,Benign,✓ 正确,0.9854
Benign_20617.pcap,IPv4,Benign,,Botnet,✗ 错误,0.7808
Benign_20618.pcap,IPv4,Benign,,Benign,✓ 正确,0.9724
Benign_20619.pcap,IPv4,Benign,,Benign,✓ 正确,0.8583
Benign_20620.pcap,IPv4,Benign,,Benign,✓ 正确,0.9336
Benign_20621.pcap,IPv4,Benign,,Benign,✓ 正确,0.8509
Benign_20622.pcap,IPv4,Benign,,Benign,✓ 正确,0.8576
Benign_20623.pcap,IPv4,Benign,,Benign,✓ 正确,0.8547
Benign_20624.pcap,IPv4,Benign,,Benign,✓ 正确,0.9874
Benign_20625.pcap,IPv4,Benign,,Benign,✓ 正确,0.8567
Benign_20626.pcap,IPv4,Benign,,Benign,✓ 正确,0.9728
Benign_20627.pcap,IPv4,Benign,,Benign,✓ 正确,0.7967
Benign_20628.pcap,IPv4,Benign,,Benign,✓ 正确,0.5974
Benign_20629.pcap,IPv4,Benign,,Benign,✓ 正确,0.9839
Benign_20630.pcap,IPv4,Benign,,Benign,✓ 正确,0.9367
Benign_20631.pcap,IPv4,Benign,,Benign,✓ 正确,0.9129
Benign_20632.pcap,IPv4,Benign,,Benign,✓ 正确,0.9851
Benign_20633.pcap,IPv4,Benign,,Benign,✓ 正确,0.5922
Benign_20634.pcap,IPv4,Benign,,Benign,✓ 正确,0.9892
Benign_20635.pcap,IPv4,Benign,,Benign,✓ 正确,0.8783
Benign_20636.pcap,IPv4,Benign,,Benign,✓ 正确,0.8565
Benign_20637.pcap,IPv4,Benign,,Benign,✓ 正确,0.8558
Benign_20638.pcap,IPv4,Benign,,Benign,✓ 正确,0.9813
Benign_20639.pcap,IPv4,Benign,,Benign,✓ 正确,0.8483
Benign_20640.pcap,IPv4,Benign,,Benign,✓ 正确,0.8836
Benign_20641.pcap,IPv4,Benign,,Benign,✓ 正确,0.9818
Benign_20642.pcap,IPv4,Benign,,Benign,✓ 正确,0.7773
Benign_20643.pcap,IPv4,Benign,,Benign,✓ 正确,0.5888
Benign_20644.pcap,IPv4,Benign,,Benign,✓ 正确,0.9763
Benign_20645.pcap,IPv4,Benign,,Benign,✓ 正确,0.6304
Benign_20646.pcap,IPv4,Benign,,Benign,✓ 正确,0.9806
Benign_20647.pcap,IPv4,Benign,,Benign,✓ 正确,0.9821
Benign_20648.pcap,IPv4,Benign,,Benign,✓ 正确,0.9094
Benign_20649.pcap,IPv4,Benign,,Benign,✓ 正确,0.9015
Benign_20650.pcap,IPv4,Benign,,Benign,✓ 正确,0.9867
Benign_20651.pcap,IPv4,Benign,,Benign,✓ 正确,0.8865
Benign_20652.pcap,IPv4,Benign,,Benign,✓ 正确,0.9124
Benign_20653.pcap,IPv4,Benign,,Benign,✓ 正确,0.9862
Benign_20654.pcap,IPv4,Benign,,Benign,✓ 正确,0.9831
Benign_20655.pcap,IPv4,Benign,,Benign,✓ 正确,0.9749
Benign_20656.pcap,IPv4,Benign,,Benign,✓ 正确,0.9824
Benign_20657.pcap,IPv4,Benign,,Benign,✓ 正确,0.9892
Benign_20658.pcap,IPv4,Benign,,Benign,✓ 正确,0.9548
Benign_20659.pcap,IPv4,Benign,,Benign,✓ 正确,0.9833
Benign_20660.pcap,IPv4,Benign,,Benign,✓ 正确,0.9850
Benign_20661.pcap,IPv4,Benign,,Benign,✓ 正确,0.9754
Benign_20662.pcap,IPv4,Benign,,Benign,✓ 正确,0.9605
Benign_20663.pcap,IPv4,Benign,,Benign,✓ 正确,0.9597
Benign_20664.pcap,IPv4,Benign,,Benign,✓ 正确,0.9886
Benign_20665.pcap,IPv4,Benign,,Benign,✓ 正确,0.9868
Benign_20666.pcap,IPv4,Benign,,Benign,✓ 正确,0.8733
Benign_20667.pcap,IPv4,Benign,,Benign,✓ 正确,0.8607
Benign_20668.pcap,IPv4,Benign,,Benign,✓ 正确,0.8190
Benign_20669.pcap,IPv4,Benign,,Benign,✓ 正确,0.8885
Benign_20670.pcap,IPv4,Benign,,Benign,✓ 正确,0.8568
Benign_20671.pcap,IPv4,Benign,,Benign,✓ 正确,0.9574
Benign_20672.pcap,IPv4,Benign,,Benign,✓ 正确,0.9422
Benign_20673.pcap,IPv4,Benign,,Benign,✓ 正确,0.9125
Benign_20674.pcap,IPv4,Benign,,Benign,✓ 正确,0.9850
Benign_20675.pcap,IPv4,Benign,,Benign,✓ 正确,0.9049
Benign_20676.pcap,IPv4,Benign,,Benign,✓ 正确,0.8009
Benign_20677.pcap,IPv4,Benign,,Benign,✓ 正确,0.5864
Benign_20678.pcap,IPv4,Benign,,Benign,✓ 正确,0.9805
Benign_20679.pcap,IPv4,Benign,,Benign,✓ 正确,0.9872
Benign_20680.pcap,IPv4,Benign,,Benign,✓ 正确,0.8767
Benign_20681.pcap,IPv4,Benign,,Benign,✓ 正确,0.8545
Benign_20682.pcap,IPv4,Benign,,Benign,✓ 正确,0.8759
Benign_20683.pcap,IPv4,Benign,,Benign,✓ 正确,0.9422
Benign_20684.pcap,IPv4,Benign,,Benign,✓ 正确,0.9300
Benign_20685.pcap,IPv4,Benign,,Benign,✓ 正确,0.9820
Benign_20686.pcap,IPv4,Benign,,Benign,✓ 正确,0.8702
Benign_20687.pcap,IPv4,Benign,,Benign,✓ 正确,0.8969
Benign_20688.pcap,IPv4,Benign,,Benign,✓ 正确,0.8840
Benign_20689.pcap,IPv4,Benign,,Benign,✓ 正确,0.8600
Benign_20690.pcap,IPv4,Benign,,Benign,✓ 正确,0.9828
Benign_20691.pcap,IPv4,Benign,,Benign,✓ 正确,0.8620
Benign_20692.pcap,IPv4,Benign,,Benign,✓ 正确,0.9825
Benign_20693.pcap,IPv4,Benign,,Benign,✓ 正确,0.5896
Benign_20694.pcap,IPv4,Benign,,Benign,✓ 正确,0.8463
Benign_20695.pcap,IPv4,Benign,,Benign,✓ 正确,0.8628
Benign_20696.pcap,IPv4,Benign,,Benign,✓ 正确,0.8841
Benign_20697.pcap,IPv4,Benign,,Benign,✓ 正确,0.9839
Benign_20698.pcap,IPv4,Benign,,Benign,✓ 正确,0.8942
Benign_20699.pcap,IPv4,Benign,,Benign,✓ 正确,0.9610
Benign_20700.pcap,IPv4,Benign,,Benign,✓ 正确,0.8895
Benign_20701.pcap,IPv4,Benign,,Benign,✓ 正确,0.9758
Benign_20702.pcap,IPv4,Benign,,Benign,✓ 正确,0.9756
Benign_20703.pcap,IPv4,Benign,,Benign,✓ 正确,0.8553
Benign_20704.pcap,IPv4,Benign,,Benign,✓ 正确,0.9002
Benign_20705.pcap,IPv4,Benign,,Benign,✓ 正确,0.8576
Benign_20706.pcap,IPv4,Benign,,Benign,✓ 正确,0.9880
Benign_20707.pcap,IPv4,Benign,,Benign,✓ 正确,0.9183
Benign_20708.pcap,IPv4,Benign,,Benign,✓ 正确,0.9808
Benign_20709.pcap,IPv4,Benign,,Benign,✓ 正确,0.9024
Benign_20710.pcap,IPv4,Benign,,Benign,✓ 正确,0.9849
Benign_20711.pcap,IPv4,Benign,,Benign,✓ 正确,0.7727
Benign_20712.pcap,IPv4,Benign,,Benign,✓ 正确,0.5922
Benign_20713.pcap,IPv4,Benign,,Benign,✓ 正确,0.9892
Benign_20714.pcap,IPv4,Benign,,Benign,✓ 正确,0.9884
Benign_20715.pcap,IPv4,Benign,,Benign,✓ 正确,0.8743
Benign_20716.pcap,IPv4,Benign,,Benign,✓ 正确,0.8579
Benign_20717.pcap,IPv4,Benign,,Benign,✓ 正确,0.9856
Benign_20718.pcap,IPv4,Benign,,Benign,✓ 正确,0.9840
Benign_20719.pcap,IPv4,Benign,,Benign,✓ 正确,0.6153
Benign_20720.pcap,IPv4,Benign,,Benign,✓ 正确,0.9873
Benign_20721.pcap,IPv4,Benign,,Benign,✓ 正确,0.8629
Benign_20722.pcap,IPv4,Benign,,Benign,✓ 正确,0.8636
Benign_20723.pcap,IPv4,Benign,,Benign,✓ 正确,0.6451
Benign_20724.pcap,IPv4,Benign,,Benign,✓ 正确,0.8643
Benign_20725.pcap,IPv4,Benign,,Benign,✓ 正确,0.8512
Benign_20726.pcap,IPv4,Benign,,Benign,✓ 正确,0.8627
Benign_20727.pcap,IPv4,Benign,,Benign,✓ 正确,0.9866
Benign_20728.pcap,IPv4,Benign,,Benign,✓ 正确,0.8695
Benign_20729.pcap,IPv4,Benign,,Benign,✓ 正确,0.8551
Benign_20730.pcap,IPv4,Benign,,Benign,✓ 正确,0.8591
Benign_20731.pcap,IPv4,Benign,,Benign,✓ 正确,0.9838
Benign_20732.pcap,IPv4,Benign,,Benign,✓ 正确,0.9714
Benign_20733.pcap,IPv4,Benign,,Benign,✓ 正确,0.8599
Benign_20734.pcap,IPv4,Benign,,Benign,✓ 正确,0.8588
Benign_20735.pcap,IPv4,Benign,,Benign,✓ 正确,0.9895
Benign_20736.pcap,IPv4,Benign,,Benign,✓ 正确,0.9699
Benign_20737.pcap,IPv4,Benign,,Benign,✓ 正确,0.8519
Benign_20738.pcap,IPv4,Benign,,Benign,✓ 正确,0.9894
Benign_20739.pcap,IPv4,Benign,,Benign,✓ 正确,0.9283
Benign_20740.pcap,IPv4,Benign,,Benign,✓ 正确,0.9878
Benign_20741.pcap,IPv4,Benign,,Benign,✓ 正确,0.9011
Benign_20742.pcap,IPv4,Benign,,Benign,✓ 正确,0.9879
Benign_20743.pcap,IPv4,Benign,,Benign,✓ 正确,0.8625
Benign_20744.pcap,IPv4,Benign,,Benign,✓ 正确,0.9866
Benign_20745.pcap,IPv4,Benign,,Benign,✓ 正确,0.9768
Benign_20746.pcap,IPv4,Benign,,Benign,✓ 正确,0.9761
Benign_20747.pcap,IPv4,Benign,,Benign,✓ 正确,0.9876
Benign_20748.pcap,IPv4,Benign,,Benign,✓ 正确,0.9826
Benign_20749.pcap,IPv4,Benign,,Benign,✓ 正确,0.9183
Benign_20750.pcap,IPv4,Benign,,Benign,✓ 正确,0.8594
Benign_20751.pcap,IPv4,Benign,,Benign,✓ 正确,0.9882
Benign_20752.pcap,IPv4,Benign,,Benign,✓ 正确,0.9533
Benign_20753.pcap,IPv4,Benign,,Benign,✓ 正确,0.8630
